"concept_id","year","sex","age_group","patient_count","record_count","denominator","prevalence"
1309204,2023,"M","50-59",6,6,9887,0.000606857489632851
1309204,2023,"M","60-69",18,19,8696,0.00206991720331187
1309204,2023,"M","70-79",22,23,5536,0.00397398843930636
1309204,2024,"F","60-69",7,7,10709,0.000653655803529741
1309204,2024,"F","70-79",21,21,8330,0.00252100840336134
1309204,2024,"M","50-59",6,6,9896,0.000606305578011318
1309204,2024,"M","60-69",19,19,8679,0.00218919230326074
1309204,2024,"M","70-79",9,9,5731,0.00157040656080963
1314273,2022,"F","40-49",5,11,10467,0.000477691793254992
1314273,2023,"F","60-69",5,11,10727,0.000466113545259625
1314273,2023,"F","70-79",6,10,8057,0.000744694054859129
1314273,2024,"F","50-59",6,13,10539,0.000569313976658127
1314273,2024,"F","60-69",8,20,10709,0.00074703520403399
1317640,2013,"F","60-69",7,7,9031,0.000775107961466061
1344143,2012,"F","0-9",20,21,9875,0.0020253164556962
1344143,2012,"F","30-39",7,13,10555,0.000663192799621033
1344143,2012,"F","40-49",7,9,10804,0.000647908182154758
1344143,2012,"F","50-59",6,8,11252,0.00053323853537149
1344143,2012,"F","60-69",8,11,8775,0.000911680911680912
1344143,2012,"F","70-79",13,19,7236,0.00179657269209508
1344143,2012,"F","80+",18,21,3500,0.00514285714285714
1344143,2012,"M","0-9",20,24,10764,0.00185804533630621
1344143,2012,"M","30-39",5,6,11642,0.000429479470881292
1344143,2012,"M","40-49",10,15,10315,0.000969461948618517
